id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording	Barcode	Acquisition Date	Acquisition Price
481	The Secret Garden	Burnett	Frances Hodgson		Universe	1998	Hardcover	241	English	PZ7.B934 S	0883632020	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature	1ACF14208F04204839E6CE124BAE52C2	2009-05-21	8.81
482	Dubliners	Joyce	James		Penguin Books	1976	Paperback	224	English	PR6019.O9 D8	0140042229	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	62B3177CF18BBA3F906F6F7FB8C3229A	1993-08-14	11.45
483	Well-Designed: How to Use Empathy to Create Products People Love	Kolko	Jon		Harvard Business Review Press	2014	Hardcover	224	English	TS171 .K653	1625274793	658.5	Management > Management and auxiliary services > Of Production > Technology and Application of Knowledge	177CFDB34E34D635F1776F2855B76C29	2014-05-18	19.45
484	Well-Designed: How to Use Empathy to Create Products People Love	Kolko	Jon		Harvard Business Review Press	2014	Hardcover	224	English	TS171 .K653	1625274793	658.5	Management > Management and auxiliary services > Of Production > Technology and Application of Knowledge	840332AC519C78B43D40A6F268EB9B3D	2015-02-23	9.70
485	Penric's Labors	Bujold	Lois McMaster	http://www.dendarii.com/	Baen	2022	Hardcover	336	English		1982192240	813.5400	1945-1999 > 20th Century > American fiction > English (North America) > Literature	3DE66447B23C67C20A4760FEFC76DA60	2022-04-29	10.84
486	The Firework-Maker's Daughter	Pullman	Philip	http://philip-pullman.com/	Arthur A. Levine Books	2000	Paperback	97	English	PZ7.P968 F	0590129430	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	ECB8E38AB81661A5F6F467A5D857C285	2021-01-09	9.38
487	The Firework-Maker's Daughter	Pullman	Philip	http://philip-pullman.com/	Arthur A. Levine Books	2000	Paperback	97	English	PZ7.P968 F	0590129430	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	34B487DD68C1FCF175FBCCA3A600FC0C	2018-03-15	16.39
488	The Firework-Maker's Daughter	Pullman	Philip	http://philip-pullman.com/	Arthur A. Levine Books	2000	Paperback	97	English	PZ7.P968 F	0590129430	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	514E1C5EE49603D828DF8743CE6632CA	2005-05-29	13.31
489	The Firework-Maker's Daughter	Pullman	Philip	http://philip-pullman.com/	Arthur A. Levine Books	2012	Paperback	97	English	PZ7.P968 F	9784548838394	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	06A5D99EF3D1FB66EA54E306E77BDF10	2019-12-16	8.16
490	The Wish	Levine	Gail Carson	https://gailcarsonlevine.com/	HarperCollins Canada	2000	Hardcover	208	English	PZ7.L578345 W	006027901X	479	Language > Latin > Minor Italic; Medieval Latin	FA73E45A1348BE6AAF6F893DEE37C6AA	2011-06-29	16.05
491	Death Note, Vol. 6	Ohba	Tsugumi		VIZ Media LLC	2006	Paperback	208	English	PN6790.J34 D426	1421506270	741.5952	Asian > Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > Japanese > The arts	EE34167D8FE3E248B7AC761FE185A32E	2009-11-05	12.49
492	The Merchant and the Alchemist's Gate	Chiang	Ted		Subterranean Press	2007	Hardcover	62	English	PS3603.H53 M47	1596061006	813.6	21st Century > American fiction > English (North America) > Literature	62575E46DB1F7CF892A52F6E97588D59	2014-10-15	7.87
493	The Bad Beginning	Snicket	Lemony	http://danielhandler.com/	HarperCollins	1999	Hardcover	162	English	PZ7.S6795 B	006075589X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	A276BEFB99BC686015585E79C9E9F23C	2004-11-05	7.45
494	Side Jobs: Stories From the Dresden Files	Butcher	Jim	https://www.jim-butcher.com/	Roc	2010	Hardcover	432	English	PS3602.U85 S53	045146365X	813.6	21st Century > American fiction > English (North America) > Literature	F9C7C1FF45B8846FC108340FAB302A03	2018-09-17	11.79
495	From The Two Rivers: The Eye of the World, Book 1	Jordan	Robert		Starscape	2002	Paperback	416	English	PS3560.O7617 E94	0765341840	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	CD1BB0CAF08645DBAD046A18ECD0AFA0	2004-12-11	8.48
496	A Hole in Space	Niven	Larry		Del Rey	1986	Paperback		English	PZ4.N734 H	0345337778	813	American fiction > English (North America) > Literature	59A037C407904CF62ACCC49845A2A045	2022-07-06	18.48
497	About Face: The Essentials of Interaction Design	Cooper	Alan		Wiley	2014	Paperback	720	English	QA76.U83 C6596	1118766571	5.438	Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs > Systems programs	4C5C78FE9354F2A3CDD301327255D6FF	2014-07-04	13.79
522	Calamity	Sanderson	Brandon	https://www.brandonsanderson.com/	Delacorte Press	2019	Hardcover	432	English	PZ7.S19797 C	9782418272967	813.6	21st Century > American fiction > English (North America) > Literature	4DBB3E5AAE01AB8CDF3EB359B8078316	2021-06-22	18.66
498	About Face: The Essentials of Interaction Design	Cooper	Alan		Wiley	2014	Paperback	720	English	QA76.U83 C6596	1118766571	5.438	Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs > Systems programs	BB882112F28F74A37E05A2AA4F95C155	2015-07-12	8.61
499	About Face: The Essentials of Interaction Design	Cooper	Alan		Wiley	2014	Paperback	720	English	QA76.U83 C6596	1118766571	5.438	Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs > Systems programs	7695DF2D32C8D485AD71F88FC60ED076	2014-05-03	11.76
500	A Shadow in Summer	Abraham	Daniel	https://www.danielabraham.com/	Tor Books	2006	Hardcover	336	English	PS3601.B677 S53	0765313405	813.6	21st Century > American fiction > English (North America) > Literature	04F5DE986A27D2C217DE038C3BACB792	2010-10-20	17.68
501	A Shadow in Summer	Abraham	Daniel	https://www.danielabraham.com/	Tor Books	2006	Hardcover	336	English	PS3601.B677 S53	0765313405	813.6	21st Century > American fiction > English (North America) > Literature	8202CC87043D190A5A36FA4825AF0270	2013-06-13	11.88
502	A Shadow in Summer	Abraham	Daniel	https://www.danielabraham.com/	Tor Books	2014	Hardcover	336	English	PS3601.B677 S53	9783221767634	813.6	21st Century > American fiction > English (North America) > Literature	83159D309B1942CB5F7DA41C7E0B033F	2018-04-04	6.58
503	The Story of the Amulet	Nesbit	Edith		SMK Books	2010	Paperback	168	English	PZ8.B612 S5	1604596945	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900	91A4DD4D893905155263227720341C86	2014-01-04	8.97
504	A Deadly Education	Novik	Naomi	http://naominovik.com/	Del Rey	2020	Hardcover		English	PS3614.O93	0593128486	813.6	21st Century > American fiction > English (North America) > Literature	152089A9673DB6D18B56AE0EC9D607B7	2020-02-11	5.44
505	Murder in Three Acts	Christie	Agatha	https://www.agathachristie.com/	Popular Library	1961	Paperback		English	PR6005.H66 M8447	0044500440	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	3AE77F48A83B477CC02D610D3E623DF7	1967-10-27	9.42
506	Murder in Three Acts	Christie	Agatha	https://www.agathachristie.com/	Popular Library	1961	Paperback		English	PR6005.H66 M8447	0044500440	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	6EE38AEE076C6796A20C701D8FEB1CF6	1968-06-21	14.35
507	The Last Unicorn	Beagle	Peter S.		Roc	1991	Paperback	304		PS3552.E13 L37	0451450523	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	288B8FFF79F3056BD8B5FE3EB3A4F029	1996-06-28	16.06
508	Fool Moon	Butcher	Jim	https://www.jim-butcher.com/	Roc	2001	Paperback	352	English	PS3602.U85 F66	0451458125	813.6	21st Century > American fiction > English (North America) > Literature	F49643F4A5691502EA17E275EF328EE0	2016-01-25	18.86
509	Rose Daughter	McKinley	Robin	https://robinmckinley.com/	Greenwillow Books	1997	Hardcover	320	English	PZ8.M1793 R	0688154395	398.2094401	Customs, Etiquette, Folklore > European folktales > Folk literature > Folklore > Folklore of France > History, geographic treatment, biography > Social sciences	B612F65B338A12646AFF544F5039732E	2014-04-09	10.91
510	Cloven Hooves	Lindholm	Megan	https://www.meganlindholm.com/	Harper Voyager	2019	Paperback	368	English	PS3558.O33636	0008287392	813	American fiction > English (North America) > Literature	6C7B9C33570B6293B27D7DAC1DE9E8AF	2019-09-01	11.69
511	Life's Journeys According to Mister Rogers	Rogers	Fred	https://pbskids.org/rogers/	Hachette Books	2019	Hardcover	176	English	BJ1581 .R633	0316493295	170.44	Essays; Special Topics > Ethics > Ethics -- Subdivisions > Normativity > Philosophy and Psychology	E4C0833FF8BADE9FFB97E306095CC413	2022-10-02	18.25
512	Anthony Bourdain's Les Halles Cookbook: Strategies, Recipes, and Techniques of Classic Bistro Cooking	Bourdain	Anthony		Bloomsbury USA	2004	Hardcover	304	English	TX719 .B736	158234180X	641.5944	Cooking characteristic of specific geographic environments, ethnic cooking > Cooking, cookbooks > Europe > Food And Drink > France > Home and family management > Technology and Application of Knowledge	DA73A21A2A3EF41A9E4C28EE5F18D49D	2020-04-24	5.07
513	Anthony Bourdain's Les Halles Cookbook: Strategies, Recipes, and Techniques of Classic Bistro Cooking	Bourdain	Anthony		Bloomsbury USA	2008	Hardcover	304	English	TX719 .B736	9784809560133	641.5944	Cooking characteristic of specific geographic environments, ethnic cooking > Cooking, cookbooks > Europe > Food And Drink > France > Home and family management > Technology and Application of Knowledge	502FDDB3A193FDF14CCA9B43648ACDA3	2012-11-01	10.54
514	King Arthur and his Knights of the Round Table	Green	Roger Lancelyn		Puffin	2008	Paperback	416	English	PZ8.G77 K	0141321016	398.2094102	Customs, Etiquette, Folklore > European folktales > Folk literature > Folklore > Folklore of the British Isles (other than England) > History, geographic treatment, biography > Social sciences	F65D3BCAB89457A61318CB2E1F7C42F1	2017-06-03	7.79
515	Dave at Night	Levine	Gail Carson	https://gailcarsonlevine.com/	Scholastic Press	1999	Paperback		English	PZ7.L578345 D	9780439202091	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	A30E85BE5EBB8E2162448A658A344A25	2010-03-22	14.75
516	City of Dragons	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2012	Paperback	352	English	PS3558.O33636 C58	0061561630	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	6BBFA26DDF5B06B6CE42BC4810F1231B	2018-02-04	11.69
517	Under the Banyan Tree & Other Stories	Narayan	R K		Indian Thought Publications	1994	Paperback		English	PR9499.N3 U5	8185986142	823	English fiction > English {except North American} > Literature	C8A8D9B5DE3C4BD57D6BF125E4D9DA56	2022-08-20	9.81
518	Under the Banyan Tree & Other Stories	Narayan	R K		Indian Thought Publications	2001	Paperback		English	PR9499.N3 U5	6871426630	823	English fiction > English {except North American} > Literature	B295911A9EE9325C8D4BCB86BC34E992	2010-11-18	9.43
519	Meat: A Kitchen Education	Peterson	James	https://jimcooks.com/	Ten Speed Press	2010	Hardcover	336	English	TX749 .P485	1580089925	641.66	Cooking specific materials > Food And Drink > Home and family management > Meat from domesticated animals > Technology and Application of Knowledge	B86C32CE68CC8F531A015385C051460B	2018-09-04	15.68
520	Childhood's End	Clarke	Arthur C.	http://clarkefoundation.org/	Harcourt	1969	Hardcover	216	English	PZ3.C551205 C	0151172056	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	ED223CFBB58EB4AB6C7BA7BC53E19D25	1997-02-01	8.66
521	Calamity	Sanderson	Brandon	https://www.brandonsanderson.com/	Delacorte Press	2016	Hardcover	432	English	PZ7.S19797 C	0385743602	813.6	21st Century > American fiction > English (North America) > Literature	45A6A50819F99436FB3DCB49CD3D1370	2019-02-19	15.44
523	Ghost Story	Butcher	Jim	https://www.jim-butcher.com/	Roc	2011	Hardcover	496	English	PS3602.U85 G48	045146379X	813.6	21st Century > American fiction > English (North America) > Literature	AE16E4B94BD91A23E4E40F8D443EC093	2018-05-27	7.90
524	The Adventures of Huckleberry Finn	Twain	Mark		HarperPress	2010	Paperback	320	English	PS1305 .A1	0007351038	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature	1A26738E7F1ADAC8AC29F1F15C87BC8D	2017-02-26	15.24
525	The Sandman Vol. 2: The Doll's House	Gaiman	Neil	https://neilgaiman.com/	Vertigo	1991	Paperback	256		PN6728.S26 G35	0930289595	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	7A4476671B6621C3C23A1A09AFE34ABC	2003-05-19	14.38
526	The Sandman Vol. 2: The Doll's House	Gaiman	Neil	https://neilgaiman.com/	Vertigo	1997	Paperback	256		PN6728.S26 G35	9642182718	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	9B5B9AE3E526C200C9345687B5B43146	2011-10-18	7.76
527	The Philadelphia Adventure	Alexander	Lloyd		Dutton Juvenile	1990	Hardcover	150	English	PZ7.A3774 P	0525445641			B10089F170AA224E9579E4D7CAB33975	1990-11-24	17.72
528	On Web Typography	Santa Maria	Jason		Adams Media	2014	Paperback	142	English	TK5105.888	1937557073	686.22	Books: Binding, Design, Printing > Manufacture of products for specific uses, handicrafts > Printing > Technology and Application of Knowledge > Typography	3C4D360FDAA772499592DF2C0E1A94E7	2019-05-27	10.85
529	Ella Enchanted	Levine	Gail Carson	https://gailcarsonlevine.com/	HarperCollins	2017	Paperback	240	English	PZ7.L578345	0064407055	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	DCD356D10E648A669313524D3F733CF4	2021-02-06	10.89
530	Ella Enchanted	Levine	Gail Carson	https://gailcarsonlevine.com/	HarperCollins	2017	Paperback	240	English	PZ7.L578345	0064407055	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	5647324D8959EB2B607E3BEEA12CB72B	2020-09-06	9.03
531	Usability Engineering	Nielsen	Jakob		Academic Press Inc	1993	Hardcover		English	QA76.U83 N54	0125184050	6	Computing and Information > Information > Special Topics	975C7FD01A6090B10E7FDD2DEF00FA4A	1998-11-21	9.69
532	The First Four Years	Wilder	Laura Ingalls		HarperCollins	1953	Paperback	160	English	PZ7.W6461 F	006440031X	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature	A39E805C2FF5CEF70448F8F21D29954C	1959-12-10	7.80
533	High Output Management	Grove	Andrew S.		Vintage	1995	Paperback	272	English	HD31 .G764	9780679762881	658.5	Management > Management and auxiliary services > Of Production > Technology and Application of Knowledge	ABAB1DE106AF13F4BB6C91218E0DEF1D	1999-03-27	8.28
534	High Output Management	Grove	Andrew S.		Vintage	1995	Paperback	272	English	HD31 .G764	9780679762881	658.5	Management > Management and auxiliary services > Of Production > Technology and Application of Knowledge	43AAD684A97D9DD82FD9D673E6EFF1D0	2000-04-20	17.30
535	High Output Management	Grove	Andrew S.		Vintage	2001	Paperback	272	English	HD31 .G764	3539532206	658.5	Management > Management and auxiliary services > Of Production > Technology and Application of Knowledge	63DAAFCDF93B7237630245BB323E8205	2007-08-15	17.28
536	The Seven Dials Mystery	Christie	Agatha	https://www.agathachristie.com/	Bantam Books	1976	Paperback	217	English	PR6005.H66 S46	0553121928	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	B330C58CBC28B77E3E66ABBC3E66AF94	2013-06-30	7.33
537	Fitz and The Fool: Coloring Book	Hobb	Robin	http://www.robinhobb.com/	Dabel Brothers	2018	Paperback	52	English		0999616366			95841562D610199A82C7D6389F89F26F	2022-11-06	16.71
538	Fitz and The Fool: Coloring Book	Hobb	Robin	http://www.robinhobb.com/	Dabel Brothers	2018	Paperback	52	English		0999616366			BA8E6EB64AEDC2F4630BCDA421AEF4DB	2018-02-17	12.28
539	The Giraffe and the Pelly and Me	Dahl	Roald	https://www.roalddahl.com/	Puffin	1994	Paperback	80	English	PZ7.D1515 G	0140370099	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	BE6B1327861723202F8745C669C73888	2004-07-01	7.78
540	The Giraffe and the Pelly and Me	Dahl	Roald	https://www.roalddahl.com/	Puffin	1994	Paperback	80	English	PZ7.D1515 G	0140370099	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	9960DEF992D0204C0BCB9AAFCE839D6C	2002-11-22	19.38
541	Lean UX: Designing Great Products with Agile Teams	Gothelf	Jeff		O'Reilly Media	2021	Paperback	254	English		1098116305	5.437	Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs > Systems programs	1AA8910E1A6FAF244A90AEED164E7E0D	2022-09-04	12.81
