Title	Author First Name	Author Last Name	Author Website	Publisher	Publication Year	ISBN	Barcode	Acquisition Date	Acquisition Price
The Penultimate Peril	Lemony	Snicket	http://danielhandler.com/	HarperCollins	2005	0-0644-1015-3	5D53-8D44-84D9-E33B	2017-06-22	$10.93
The Penultimate Peril	Lemony	Snicket	http://danielhandler.com/	HarperCollins	2005	0-0644-1015-3	53D2-8056-2886-5502	2007-11-02	$10.77
A Ceiling Made of Eggshells	Gail Carson	Levine	https://gailcarsonlevine.com/	Quill Tree Books	2020	0062-87-819-0	5AE0-2E11-6745-4677	2022-02-08	$6.53
Harriet the Spy	Louise	Fitzhugh		Yearling	2001	04-4041-679-5	538B-D5FD-F268-983B	2003-11-24	$12.24
Beautiful Teams: Inspiring and Cautionary Tales from Veteran Team Leaders	Andrew	Stellman		O'Reilly Media	2009	0-5-9651802-1	F2FF-E9CB-FFC6-45B3	2011-11-22	$6.66
Left to Their Own Devices: How Digital Natives Are Reshaping the American Dream	Julie M.	Albright		Prometheus Books	2019	1-6338844-4-9	4EA9-1698-A102-82E7	2022-03-15	$5.53
A Little Princess	Frances Hodgson	Burnett		HarperCollins	1987	0-06440-187-1	9E69-B134-01D0-F5AD	2012-03-08	$5.77
Quidditch Through the Ages: The Illustrated Edition	J. K.	Rowling	https://jkrowling.com/	Scholastic Press	2020	13383-4-056-5	D623-882F-1697-FEDE	2020-09-24	$19.52
Quidditch Through the Ages: The Illustrated Edition	J. K.	Rowling	https://jkrowling.com/	Scholastic Press	2020	13383-4-056-5	1109-CA17-8436-1263	2020-12-01	$14.54
See What I Mean: How To Use Comics to Communicate Ideas	Kevin	Cheng		Rosenfeld Media	2012	1-9-3382027-6	330C-26EB-F212-EE39	2013-02-01	$13.53
See What I Mean: How To Use Comics to Communicate Ideas	Kevin	Cheng		Rosenfeld Media	2012	1-9-3382027-6	995F-6B18-C870-AE8E	2019-07-15	$12.88
The Phoenix Guards	Steven	Brust	http://dreamcafe.com/	Tor Books	1992	0-81250-689-8	60C6-E7CC-165C-4B69	1997-05-30	$5.38
The Phoenix Guards	Steven	Brust	http://dreamcafe.com/	Tor Books	1992	0-81250-689-8	4F4F-7B01-39A1-AE76	2000-08-20	$15.77
Every Thing On It	Shel	Silverstein	http://shelsilverstein.com/	HarperCollins	2011	00619-9-816-8	6F85-EB66-DC1D-65C3	2014-04-28	$9.56
Every Thing On It	Shel	Silverstein	http://shelsilverstein.com/	HarperCollins	2011	00619-9-816-8	F7C4-DDE6-3F6D-ABB8	2015-12-23	$5.51
Every Thing On It	Shel	Silverstein	http://shelsilverstein.com/	HarperCollins	2011	00619-9-816-8	45FA-138D-3810-E39F	2022-07-10	$7.63
Soul Music	Terry	Pratchett	http://terrypratchettbooks.com/	HarperTorch	1995	06135-72-77-7	868B-A1B0-A9BF-F790	2003-04-23	$15.95
Death Note, Vol. 11	Tsugumi	Ohba		VIZ Media LLC	2007	14-21-51178-9	2C17-DBE4-2C53-3C96	2017-11-29	$11.89
The Bogleheads' Guide to Investing	Mel	Lindauer		Wiley	2021	111-9-84767-2	EE22-3BAC-6331-B697	2021-06-08	$7.45
Mindset: The New Psychology of Success	Carol S.	Dweck		Random House	2006	14000-627-5-6	6105-E0DA-70B1-87B0	2010-07-12	$12.07
Getting Things Done: The Art of Stress-Free Productivity	David	Allen		Penguin Books	2002	0-1-4200028-0	A098-64A7-A5A0-6917	2013-08-10	$10.44
Getting Things Done: The Art of Stress-Free Productivity	David	Allen		Penguin Books	2006	172-35-1783-5	4FDF-67CF-BAEC-F27F	2007-07-12	$7.36
Young Miles	Lois McMaster	Bujold	http://www.dendarii.com/	Baen	1997	067-18-7782-8	6466-FB17-B8AA-42EA	2008-01-08	$15.26
Howl's Moving Castle	Diana Wynne	Jones	http://www.dianawynnejones.com/	Greenwillow Books	2001	00-64410-34-X	ABF6-094D-ED3A-0B08	2016-09-23	$7.73
A Tale of Two Cities	Charles	Dickens		Dover Publications	1998	0-4-8640651-2	F00E-DDED-6D33-901D	2011-11-01	$8.90
Red Seas Under Red Skies	Scott	Lynch		Gollancz	2007	05-75-07925-8	0F5D-27AF-83C8-45C1	2011-01-10	$18.20
Good Eats 3: The Later Years	Alton	Brown	https://altonbrown.com/	Harry N. Abrams	2011	15-847990-3-X	CA0E-C244-E955-E8FC	2014-06-07	$7.42
The Telling	Ursula K.	Le Guin	https://www.ursulakleguin.com/	Harcourt	2000	0-151-00567-2	37F1-E91B-5B1E-5556	2015-09-28	$5.59
The Telling	Ursula K.	Le Guin	https://www.ursulakleguin.com/	Harcourt	2000	0-151-00567-2	6C48-4287-A010-508D	2014-09-30	$13.73
Seven Surrenders	Ada	Palmer	https://www.adapalmer.com/	Tor Books	2017	07-65-37802-7	05D8-700D-E49F-A993	2019-11-28	$10.44
Magic: The Final Fantasy Collection	Isaac	Asimov		Harper Voyager	1997	0006-4820-3-1	3308-6F8F-7367-4B6E	2015-06-11	$11.22
Magic: The Final Fantasy Collection	Isaac	Asimov		Harper Voyager	1997	0006-4820-3-1	39E6-D1B1-763D-4703	2005-02-02	$16.61
The Lost Conspiracy	Frances	Hardinge	http://www.franceshardinge.com/	HarperCollins	2009	0-0-6088041-4	440E-B75C-AA4B-B401	2020-12-23	$15.08
The Importance of Being Earnest	Oscar	Wilde		Penguin Classics	1995	01406-2-172-5	0D1D-EC4A-DEF0-BE95	2008-04-26	$8.03
The Crown of Dalemark	Diana Wynne	Jones	http://www.dianawynnejones.com/	Greenwillow Books	2001	00644-7-316-3	418F-E411-FDDA-5BE5	2010-03-29	$18.75
The Crown of Dalemark	Diana Wynne	Jones	http://www.dianawynnejones.com/	Greenwillow Books	2006	56-5107-698-6	2D22-CE28-5262-6E8D	2014-05-16	$13.48
Anathem	Neal	Stephenson	https://nealstephenson.com/	Atlantic Books	2009	1843549-1-7-4	A55B-CC30-F6DE-8901	2013-06-27	$12.94
Norse Mythology	Neil	Gaiman	https://neilgaiman.com/	W. W. Norton & Company	2017	03-9-360909-X	E01B-D3A3-AE9E-0970	2020-07-25	$6.83
Norse Mythology	Neil	Gaiman	https://neilgaiman.com/	W. W. Norton & Company	2017	03-9-360909-X	ECCD-1838-7209-0F1A	2019-04-15	$10.07
Sapiens: A Brief History of Humankind	Yuval Noah	Harari	https://www.ynharari.com/	Random House	2015	0099-590-08-5	EA20-D29F-BE04-5987	2021-08-25	$19.16
Complete Works of Oscar Wilde	Oscar	Wilde		Geddes & Grosset	2001	18-5534-908-6	5465-805C-B567-6C67	2020-04-13	$6.30
A Portrait of the Artist as a Young Man	James	Joyce		Penguin Books	1964	01400-4-221-0	DC7E-C371-4342-C121	2005-10-31	$8.53
Empty Smiles	Katherine	Arden	http://katherinearden.com/	G.P. Putnam's Sons Books for Young Readers	2022	05-931091-8-X	2C47-CFCB-1D40-A3E6	2022-05-24	$18.99
Empty Smiles	Katherine	Arden	http://katherinearden.com/	G.P. Putnam's Sons Books for Young Readers	2022	05-931091-8-X	7D32-889A-FECF-4159	2022-07-03	$14.00
Showa 1944-1953: A History of Japan	Shigeru	Mizuki		Drawn and Quarterly	2014	177-04-6162-0	0D0E-822E-8D95-5017	2021-02-21	$19.87
And Then There Were None	Agatha	Christie	https://www.agathachristie.com/	Pocket Books	1972	0671-775-81-2	6837-7B4A-8928-8B62	2006-07-19	$14.65
And Then There Were None	Agatha	Christie	https://www.agathachristie.com/	Pocket Books	1978	00269-61-26-1	37EB-3613-C481-2315	2018-08-14	$5.07
A Morbid Taste for Bones: The First Chronicle of Brother Cadfael	Ellis	Peters		Grand Central Publishing	1994	0-4-4640015-7	890C-157C-4F52-2D5C	2008-04-20	$13.84
Fool's Fate	Robin	Hobb	http://www.robinhobb.com/	Spectra	2004	055-380-154-6	1794-841D-A09C-E076	2014-08-17	$5.07
Ever	Gail Carson	Levine	https://gailcarsonlevine.com/	HarperCollins	2008	00-6-122962-8	D1C5-E3FE-5E99-73D5	2020-07-20	$9.29
The Golden Fool	Robin	Hobb	http://www.robinhobb.com/	Harper Voyager	2008	0-0-0648602-9	F9AD-043E-76C7-8EE6	2021-03-16	$16.82
JavaScript: The Good Parts	Douglas	Crockford		Shroff Publishers & Distributors	2008	05-9-651774-2	A653-B51B-F20F-9710	2016-12-17	$18.78
JavaScript: The Good Parts	Douglas	Crockford		Shroff Publishers & Distributors	2008	05-9-651774-2	0FC4-47DA-DA38-6161	2009-08-16	$10.00
JavaScript: The Good Parts	Douglas	Crockford		Shroff Publishers & Distributors	2008	05-9-651774-2	8518-9BFD-BCE3-10CA	2012-05-04	$15.25
The Secret of Platform 13	Eva	Ibbotson		Puffin	1999	014-1-30286-0	67E7-D386-050C-E8F7	2012-01-24	$16.66
The Secret of Platform 13	Eva	Ibbotson		Puffin	1999	014-1-30286-0	9B05-9101-B70C-2335	2019-06-24	$8.97
The Sandman: Book of Dreams	Neil	Gaiman	https://neilgaiman.com/	HarperTorch	2002	038081-7-70-5	90B6-CD43-7D94-AFC6	2002-12-08	$13.77
The Sandman: Book of Dreams	Neil	Gaiman	https://neilgaiman.com/	HarperTorch	2002	038081-7-70-5	8985-37F7-1E7F-BC8E	2006-02-23	$19.44
Brave New World	Aldous	Huxley		Harper Perennial	2006	0-0608-5052-3	EED2-1F9A-FCFE-A652	2013-04-15	$12.81
Brave New World	Aldous	Huxley		Harper Perennial	2013	978-9867-89-098-7	8898-D009-FAA4-9691	2020-12-15	$8.96
The Goal: A Process of Ongoing Improvement - 30th Anniversary Edition	Eliyahu M.	Goldratt		North River Press	2012	978-08-842719-5-6	12A8-74BA-F612-9A83	2014-08-01	$14.45
The Goal: A Process of Ongoing Improvement - 30th Anniversary Edition	Eliyahu M.	Goldratt		North River Press	2020	978-270-1-57246-9	A62F-CDF8-8678-A48F	2022-09-07	$8.89
The Wizard of Oz	L. Frank	Baum		Puffin	1994	0-1-4036693-8	D4F9-2C8D-06BB-6577	2011-03-23	$15.98
A Darkness at Sethanon	Raymond E	Feist	https://raymondefeist.com/	Spectra	1987	0553263-2-8-5	4AA3-CCBF-05D5-84D1	2002-06-22	$12.42
Fantastic Beasts and Where to Find Them	J.K.	Rowling	https://jkrowling.com/	Bloomsbury	2001	0-7-4755466-8	65C9-558F-7B8D-2E20	2014-09-18	$7.45
Journey to the River Sea	Eva	Ibbotson		Puffin	2003	01-4250-184-0	5F9A-4AF9-F76F-7D26	2011-05-24	$14.09
Neuromancer	William	Gibson	https://williamgibsonbooks.com/	Ace Books	1984	0441569-5-9-5	8512-739A-2ECC-4466	2022-09-21	$19.09
Ubik	Philip K	Dick	https://philipdick.com/	Gollancz	2006	0-575-07921-5	5A95-B2A8-0944-63A8	2006-08-16	$7.99
Ubik	Philip K	Dick	https://philipdick.com/	Gollancz	2010	978-43-0-105561-4	258D-6B8D-6CDE-8F6F	2018-05-26	$19.81
Ubik	Philip K	Dick	https://philipdick.com/	Gollancz	2010	978-43-0-105561-4	9DAA-7DB1-2B87-2B32	2011-02-12	$10.10
Ubik	Philip K	Dick	https://philipdick.com/	Gollancz	2010	978-43-0-105561-4	9DC6-FC3F-6701-71F8	2021-06-07	$6.95
Dream-of-Jade: The Emperor's Cat	Lloyd	Alexander		Cricket Books	2005	08126-2-736-9	6E63-FA75-7D2E-3D23	2022-06-29	$9.73
Good Eats 2: The Middle Years	Alton	Brown	https://altonbrown.com/	Stewart, Tabori & Chang	2010	1-584798-57-2	75EC-7DFE-6306-A9EB	2010-05-17	$8.74
Seeing with Fresh Eyes: Meaning, Space, Data, Truth	Edward R.	Tufte	https://www.edwardtufte.com/	Graphics Press	2020	193082-4-00-9	9E8C-BEB9-86AF-977F	2021-12-29	$8.47
Harry Potter and the Sorcerer's Stone: MinaLima Edition	J. K.	Rowling	https://jkrowling.com/	Scholastic Press	2020	1338-5-9670-5	3A18-FE38-2A0A-4158	2021-07-24	$9.18
The House at Pooh Corner	A. A.	Milne		Dell	1974	014-0361-22-7	BF9D-528E-369D-48A2	1983-07-17	$9.42
Fragile Things	Neil	Gaiman	https://neilgaiman.com/	Headline	2007	0-7553-3415-9	5F7C-6FBC-16B7-8E4E	2018-05-08	$15.37
Fragile Things	Neil	Gaiman	https://neilgaiman.com/	Headline	2009	978-59-42-60366-3	F974-DEA0-525D-AB30	2014-08-02	$16.24
Islam: Faith and History	Mahmoud M.	Ayoub		Oneworld Publications	2005	1-851683-50-X	B35E-D8EA-F37D-0F26	2010-03-23	$5.64
How to Win Friends and Influence People	Dale	Carnegie		Pocket Books	1990	06-71-72365-0	E577-BDCB-15BB-FC19	1990-04-16	$11.94
Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems	Steve	Krug	https://sensible.com/	New Riders	2009	0-32-165729-2	DD46-332F-0CF6-04DF	2009-02-26	$9.62
Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems	Steve	Krug	https://sensible.com/	New Riders	2017	978-468-229-824-7	1568-4B3A-373B-FB4F	2018-11-06	$18.57
Producing Open Source Software: How to Run a Successful Free Software Project	Karl	Fogel		O'Reilly Media	2005	05-96-00759-0	5D90-0DB9-015D-F3F7	2011-12-16	$19.63
Death Note, Vol. 1	Tsugumi	Ohba		VIZ Media LLC	2005	1421501-6-8-6	7324-C1D6-4DFD-3D99	2018-06-02	$6.41
Clockwork : Or All Wound Up	Philip	Pullman	http://philip-pullman.com/	Scholastic Press	1998	0-590-12998-8	3338-4736-F725-FFAA	2018-10-26	$9.77
Clockwork : Or All Wound Up	Philip	Pullman	http://philip-pullman.com/	Scholastic Press	1998	0-590-12998-8	6D03-A98D-C345-4C95	2022-10-17	$18.19
Facilitator's Guide to Participatory Decision-Making	Sam	Kaner		Jossey-Bass	2014	111-8-40495-5	0EB7-6051-9A1C-7E97	2017-05-08	$5.95
Facilitator's Guide to Participatory Decision-Making	Sam	Kaner		Jossey-Bass	2019	978-5-0-9419983-3	EE53-1BA7-E6B6-E3C6	2020-09-11	$12.29
Facilitator's Guide to Participatory Decision-Making	Sam	Kaner		Jossey-Bass	2019	978-5-0-9419983-3	6E43-D8FE-8EAB-2ADA	2022-11-30	$12.82
Grave Peril	Jim	Butcher	https://www.jim-butcher.com/	Roc	2001	04-51-45844-3	54C7-43EA-DE11-FB40	2014-09-09	$12.61
The Morning Gift	Eva	Ibbotson		Speak	2007	0142-40-911-1	E973-30F2-2FC7-C2DE	2021-07-13	$11.60
The Epic of Ram, Volume 6		Tulsidas		Harvard University Press	2022	06-742582-1-5	F323-D278-8AE0-8718	2022-03-13	$12.49
Fablehaven	Brandon	Mull	http://brandonmull.com/	Shadow Mountain	2006	1-5-9038581-0	6632-E951-91C1-41E9	2021-08-05	$17.39
The Lost Metal	Brandon	Sanderson	https://www.brandonsanderson.com/	Macmillan USA	2022	0765-391-19-8	914D-60D2-18EB-3F30	2022-09-05	$14.57
Designing Visual Interfaces: Communication Oriented Techniques	Kevin	Mullet		Prentice Hall Press	1995	0-1-3303389-9	7D5F-D5E2-815B-D195	2000-02-13	$5.57
The Beggar Queen	Lloyd	Alexander		Firebird	2002	0-1-4131070-7	E4D7-F4DF-E27F-03FD	2007-05-02	$6.19
Theft of a Tree	Nandi	Timmana		Harvard University Press	2022	0674-2-4589-X	CE24-3EE6-7DA7-E959	2022-01-21	$10.77
The Grand Sophy	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	14-02218-94-X	3041-2C69-FC9B-A01B	2021-11-17	$15.96
The Grand Sophy	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	14-02218-94-X	B75E-FCB4-7C19-09FE	2010-04-24	$18.53
The Grand Sophy	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2020	978-41-41-91157-7	9E94-38D2-65E0-BDCF	2022-04-03	$17.20
A Beautiful Constraint: How To Transform Your Limitations Into Advantages, and Why It's Everyone's Business	Mark	Barden		Wiley	2015	978-1-1188-9901-4	6DE8-2122-64D4-8681	2018-05-18	$16.69
Shadow & Claw	Gene	Wolfe		Tor Books	2021	12-5078-125-6	B124-5EBC-ABA8-DD6E	2021-02-10	$19.72
The Nineties: A Book	Chuck	Klosterman		Prentice Hall Press	2022	0735-21-795-5	492C-4633-F2E0-76C4	2022-12-09	$18.96
The Neverending Story	Michael	Ende		Dutton Juvenile	1997	0-5-2545758-5	8DBE-DED5-D87E-B420	1997-09-26	$12.91
Masquerade in Lodi	Lois McMaster	Bujold	http://www.dendarii.com/	Subterranean Press	2021	1-6-4524047-9	5217-2327-FD11-63BC	2021-08-18	$14.19
Desolation Road	Ian	McDonald		Pyr	2009	1591-027-44-6	CCC4-234F-355B-968F	2022-07-26	$13.81
Brothers in Arms	Lois McMaster	Bujold	http://www.dendarii.com/	Baen	2001	06-7-169799-4	5961-80B5-1589-13DB	2007-10-20	$18.83
Tale of Benjamin Bunny	Beatrix	Potter		Warner	1988	1-5-5782016-3	C1BC-EA7F-76B0-D4BC	2006-05-02	$15.60
Luna: New Moon	Ian	McDonald		Tor Books	2015	0-76-537551-6	F32F-D943-4F9C-EBAF	2018-07-01	$5.96
Heroes of the Valley	Jonathan	Stroud	http://jonathanstroud.com/	Hyperion Book CH	2009	1-4231-0966-X	232F-3447-AF80-7546	2021-12-25	$17.49
Nicholas Nickleby	Charles	Dickens			1994	185-47-1233-0	AD01-1349-1A73-CA78	2020-11-26	$13.57
Nicholas Nickleby	Charles	Dickens			1994	185-47-1233-0	5D0D-E23E-68D9-B2E7	2006-03-28	$10.98
Nicholas Nickleby	Charles	Dickens			1994	185-47-1233-0	8B44-8E92-9D0C-DA31	2006-02-27	$6.73
INSANELY GREAT: The Life and Times of Macintosh, the Computer that Changed Everything	Steven	Levy	https://stevenlevy.com/	Viking Adult	1994	978-06-708-5244-4	1CFD-FEF3-BAC7-FE9A	1998-09-25	$17.38
INSANELY GREAT: The Life and Times of Macintosh, the Computer that Changed Everything	Steven	Levy	https://stevenlevy.com/	Viking Adult	1994	978-06-708-5244-4	3B45-1511-7FDA-7FF0	2011-08-10	$12.61
The Gawgon and The Boy	Lloyd	Alexander		Dutton Juvenile	2001	978-0525-466-77-2	899D-9C0D-44BE-AB0B	2007-12-05	$16.57
The Gawgon and The Boy	Lloyd	Alexander		Dutton Juvenile	2001	978-0525-466-77-2	2489-7DAC-636D-8DCA	2005-03-23	$6.91
Last Argument of Kings	Joe	Abercrombie	https://joeabercrombie.com/	Pyr	2008	1-59102-690-3	9F85-895D-C9D2-7496	2012-08-04	$12.68
Foundation's Triumph	David	Brin		HarperTorch	2000	00-6105-639-1	FF81-9633-FDD7-5C61	2022-10-02	$8.44
Schindler's List	Thomas	Keneally		Atria Books	1993	0671-8803-1-4	04F3-3B64-811F-B677	2018-12-28	$15.53
The Farthest Shore	Ursula K.	Le Guin	https://www.ursulakleguin.com/	Bantam Books	1984	0-5-5326847-3	7A01-B37A-1552-B6BF	2015-07-10	$12.30
Royal Assassin: The Illustrated Edition	Robin	Hobb	http://www.robinhobb.com/	Penguin Random House	2020	0-5-9315792-3	C729-950F-3016-21CA	2021-06-03	$6.72
Caddie Woodlawn	Carol Ryrie	Brink		Aladdin	2006	14-16940-28-6	038E-7FDE-8671-9192	2013-10-03	$12.86
Caddie Woodlawn	Carol Ryrie	Brink		Aladdin	2006	14-16940-28-6	752D-51E8-795A-5DB4	2016-08-06	$17.50
The Murder of Roger Ackroyd	Agatha	Christie	https://www.agathachristie.com/	Pocket Books	1973	06-7177-706-8	0F96-DC5B-96FE-2C31	2010-08-25	$15.98
Not Just a Witch	Eva	Ibbotson		Dutton Juvenile	2003	052-54710-1-4	42C4-8859-1A29-4E79	2014-11-15	$8.64
The Sandman Vol. 6: Fables and Reflections	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1994	156389-10-5-0	8BB0-2F86-873D-C37A	1995-03-11	$10.18
Jim Butcher's Dresden Files: War Cry	Jim	Butcher	https://www.jim-butcher.com/	Dynamite Entertainment	2014	16-069-0574-0	6CC6-8FD4-1B18-6623	2017-08-21	$10.71
Foundryside	Robert Jackson	Bennett	https://www.robertjacksonbennett.com/	Crown	2018	1-524-76036-6	3AD9-904B-8AD3-6D31	2018-01-18	$13.45
Foundryside	Robert Jackson	Bennett	https://www.robertjacksonbennett.com/	Crown	2018	1-524-76036-6	7184-17B7-D2CE-670F	2018-01-08	$17.25
Foundryside	Robert Jackson	Bennett	https://www.robertjacksonbennett.com/	Crown	2018	1-524-76036-6	74F8-938C-F323-7D9F	2021-09-27	$14.43
The Book of Three	Lloyd	Alexander		Henry Holt and Co.	2006	08050-80-48-1	35C9-184D-D6F1-B074	2018-08-25	$15.38
The Book of Three	Lloyd	Alexander		Henry Holt and Co.	2006	08050-80-48-1	3D73-B9C9-D7D4-7074	2016-08-28	$14.40
The Book of Three	Lloyd	Alexander		Henry Holt and Co.	2006	08050-80-48-1	68C6-6B01-C74D-0E6E	2010-01-20	$17.99
Dreaming in Code: Two Dozen Programmers, Three Years, 4,732 Bugs, and One Quest for Transcendent Software	Scott	Rosenberg		Three Rivers Press	2008	14-00-08247-1	32DC-4F60-5E23-EB2B	2019-12-18	$19.72
Logicomix: An Epic Search for Truth	Apostolos	Doxiadis		Bloomsbury USA	2009	15-96-91452-1	8F4C-439D-DEB6-FC10	2014-02-07	$5.36
A Walk In The Woods	Bill	Bryson		Black Swan	1998	0-55-299702-1	0B4B-D85E-E8DA-2168	2008-09-23	$11.14
Mountain of Black Glass	Tad	Williams	https://www.tadwilliams.com/	DAW	2000	0886-7-7906-5	A5E9-72B5-F880-8C82	2015-12-12	$9.27
Mountain of Black Glass	Tad	Williams	https://www.tadwilliams.com/	DAW	2000	0886-7-7906-5	DCD0-6D5C-4976-5276	2011-05-05	$19.30
M Is for Magic	Neil	Gaiman	https://neilgaiman.com/	HarperCollins	2008	0-0611-8647-3	890F-9989-89C4-3011	2018-11-05	$8.78
Ratio: The Simple Codes Behind the Craft of Everyday Cooking	Michael	Ruhlman	https://ruhlman.com/	Scribner	2009	1416-56-611-2	49E6-FEC1-4BCE-08AA	2009-05-24	$14.32
Sunshine	Robin	McKinley	https://robinmckinley.com/	Berkley	2003	0-4-2519178-8	E03B-119C-837E-5D03	2019-10-09	$8.58
Observing the User Experience: A Practitioner's Guide to User Research	Mike	Kuniavsky		Morgan Kaufmann	2012	0123-848-69-5	2488-E6A9-EFD7-4BF9	2013-06-20	$14.37
Observing the User Experience: A Practitioner's Guide to User Research	Mike	Kuniavsky		Morgan Kaufmann	2014	978-122-856-124-2	874E-6E30-C50F-C586	2022-12-06	$12.42
The Tales of Beedle the Bard, Standard Edition	J. K.	Rowling	https://jkrowling.com/	Children's High Level Group	2008	05-4-512828-5	CAFE-C674-2621-82A0	2008-08-12	$17.39
The Hero of Ages	Brandon	Sanderson	https://www.brandonsanderson.com/	Tor Books	2008	0-765316-89-7	80F5-A78F-C3DD-FE89	2016-02-11	$13.93
The Scar	China	Mieville	http://www.chinamieville.net/	Del Rey	2004	034-5460-01-4	6C5F-C242-BCE1-FBC4	2019-05-11	$13.80
Kepler	Max	Caspar		Dover Publications	1994	0-4-8667605-6	A499-1BDD-4A70-46B4	2010-12-02	$6.86
Kepler	Max	Caspar		Dover Publications	1996	6-0-0783265-7	2551-46A0-4FBC-219F	2009-05-15	$14.57
The Stars, Like Dust	Isaac	Asimov		Del Rey	1983	0-3-4531194-9	C7E0-BAA3-471C-4688	1989-07-31	$17.55
Exploring Calvin and Hobbes: An Exhibition Catalogue	Bill	Watterson		Andrews McMeel Publishing	2015	144-946-036-4	34AB-4A2D-7C29-040E	2015-05-30	$8.34
Inside the Nudge Unit: How small changes can make a big difference	David	Halpern		WH Allen	2016	075-35-5655-3	C512-47EC-2FA8-F139	2022-07-10	$17.09
How to Decide: Simple Tools for Making Better Choices	Annie	Duke	https://www.annieduke.com/	Portfolio	2020	0-59-341848-4	D97E-7CCA-A898-AECC	2022-09-19	$17.49
The Foundling	Lloyd	Alexander		Yearling	1982	044-0425-36-0	0297-CC0D-8BAB-26A9	2002-08-09	$14.33
Crossroads of Twilight	Robert	Jordan		Tor Books	2003	0812-5-7133-9	1588-A938-FA73-354E	2007-02-15	$10.49
The Prince	Niccolo	Machiavelli		Penguin Classics	2003	014-04491-5-9	EAA1-1633-381B-42C8	2017-03-26	$8.60
Door Into Light	Rachel	Neumeier	https://www.rachelneumeier.com/	Independently published	2019	172-9128-01-7	076C-7BD8-512F-704E	2020-12-12	$11.40
Renegade's Magic	Robin	Hobb	http://www.robinhobb.com/	Harper Voyager	2008	00607-576-4-7	66A5-4EE0-BC34-7D13	2015-01-18	$15.70
Death Masks: Book Five of The Dresden Files	Jim	Butcher	https://www.jim-butcher.com/	Roc	2003	045-145-940-7	CB81-E1AA-A777-B2FA	2006-05-19	$13.05
Dragonstar	Barbara	Hambly	http://www.barbarahambly.com/	Del Rey	2002	0-3454-4121-4	F84B-F92E-1A19-6C4E	2021-12-18	$8.65
Flowers for Algernon	Daniel	Keyes		Bantam Books	1984	055-3-27450-3	947C-C5CA-BB8E-CD17	2011-05-13	$7.03
The History of Akbar, Volume 6		Abu'l-Fazl		Harvard University Press	2020	06-74-98613-X	C11D-7E79-3A20-E099	2022-01-11	$17.00
Never Let Me Go	Kazuo	Ishiguro		Vintage	2006	140-00-7877-6	12D1-E5D7-DD48-CC35	2014-03-17	$19.78
Whittington	Alan	Armstrong		Yearling	2006	037-582-865-6	23D1-8919-D36E-4F6E	2009-02-25	$12.48
Dragonwatch	Brandon	Mull	http://brandonmull.com/	Shadow Mountain	2017	162-972-256-1	B4EC-DADC-AC7B-C6D6	2017-09-29	$13.18
Unfinished Tales: The Lost Lore of Middle-earth	J. R. R.	Tolkien	https://www.tolkienestate.com/	Del Rey	1988	0345-3-5711-6	2F1C-0DA9-75D8-0A92	1997-10-13	$17.65
Unfinished Tales: The Lost Lore of Middle-earth	J. R. R.	Tolkien	https://www.tolkienestate.com/	Del Rey	2000	0-98-071997-9	CE58-7BF9-8723-63A0	2011-04-30	$6.14
Wolf Moon	Charles	De Lint		Firebird	2004	01-4240-077-7	CA80-222B-D466-3FF2	2018-04-12	$8.92
The Further Chronicles of Conan	Robert	Jordan		Tor Books	1999	0312-8-7195-3	F186-B0CB-AD51-1C4C	2016-06-13	$12.59
